   0.100000E+01   0.100000E+01   0.100000E-09   0.100000E-09
   0.182263E+00   0.100000E+01   0.100000E-09   0.100000E-09
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.400000E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.399999E+01   0.546788E+01   0.398636E+02
   0.182263E+00   0.399998E+01   0.546788E+01   0.398635E+02
   0.182263E+00   0.399996E+01   0.546787E+01   0.398634E+02
   0.182262E+00   0.399992E+01   0.546786E+01   0.398631E+02
   0.182262E+00   0.399984E+01   0.546785E+01   0.398626E+02
   0.182262E+00   0.399969E+01   0.546781E+01   0.398615E+02
   0.182260E+00   0.399937E+01   0.546774E+01   0.398595E+02
   0.182258E+00   0.399874E+01   0.546759E+01   0.398553E+02
   0.182253E+00   0.399748E+01   0.546731E+01   0.398469E+02
   0.182244E+00   0.399497E+01   0.546673E+01   0.398302E+02
   0.182224E+00   0.398995E+01   0.546559E+01   0.397969E+02
   0.182186E+00   0.397994E+01   0.546330E+01   0.397303E+02
   0.182110E+00   0.396001E+01   0.545872E+01   0.395977E+02
   0.181957E+00   0.392056E+01   0.544958E+01   0.393350E+02
   0.181805E+00   0.388165E+01   0.544046E+01   0.390754E+02
   0.181652E+00   0.384327E+01   0.543136E+01   0.388190E+02
   0.181500E+00   0.380540E+01   0.542228E+01   0.385656E+02
   0.181348E+00   0.376804E+01   0.541322E+01   0.383151E+02
   0.181196E+00   0.373117E+01   0.540419E+01   0.380677E+02
   0.181044E+00   0.369481E+01   0.539517E+01   0.378232E+02
   0.180892E+00   0.365892E+01   0.538618E+01   0.375815E+02
   0.180740E+00   0.362351E+01   0.537721E+01   0.373428E+02
   0.180589E+00   0.358857E+01   0.536826E+01   0.371068E+02
   0.180437E+00   0.355409E+01   0.535933E+01   0.368735E+02
   0.180286E+00   0.352006E+01   0.535042E+01   0.366430E+02
   0.180135E+00   0.348647E+01   0.534154E+01   0.364151E+02
   0.179984E+00   0.345333E+01   0.533268E+01   0.361899E+02
   0.179833E+00   0.342061E+01   0.532383E+01   0.359674E+02
   0.179682E+00   0.338832E+01   0.531501E+01   0.357473E+02
   0.179531E+00   0.335645E+01   0.530621E+01   0.355298E+02
   0.179381E+00   0.332499E+01   0.529744E+01   0.353148E+02
   0.179230E+00   0.329393E+01   0.528868E+01   0.351023E+02
   0.179080E+00   0.326327E+01   0.527995E+01   0.348922E+02
   0.178930E+00   0.323300E+01   0.527123E+01   0.346845E+02
   0.178780E+00   0.320311E+01   0.526254E+01   0.344791E+02
   0.178630E+00   0.317360E+01   0.525388E+01   0.342761E+02
   0.178480E+00   0.314447E+01   0.524523E+01   0.340753E+02
   0.178331E+00   0.311570E+01   0.523660E+01   0.338769E+02
   0.178181E+00   0.308730E+01   0.522800E+01   0.336806E+02
   0.178032E+00   0.305925E+01   0.521942E+01   0.334866E+02
   0.177882E+00   0.303155E+01   0.521086E+01   0.332947E+02
   0.177733E+00   0.300420E+01   0.520232E+01   0.331050E+02
   0.177584E+00   0.297718E+01   0.519380E+01   0.329174E+02
   0.177435E+00   0.295050E+01   0.518531E+01   0.327319E+02
   0.177286E+00   0.292415E+01   0.517684E+01   0.325484E+02
   0.177138E+00   0.289813E+01   0.516838E+01   0.323670E+02
   0.176989E+00   0.287242E+01   0.515995E+01   0.321875E+02
   0.176841E+00   0.284702E+01   0.515155E+01   0.320100E+02
   0.176693E+00   0.282194E+01   0.514316E+01   0.318345E+02
   0.176544E+00   0.279716E+01   0.513480E+01   0.316609E+02
   0.176396E+00   0.277268E+01   0.512646E+01   0.314892E+02
   0.176248E+00   0.274849E+01   0.511814E+01   0.313194E+02
   0.176101E+00   0.272460E+01   0.510984E+01   0.311514E+02
   0.175953E+00   0.270099E+01   0.510156E+01   0.309852E+02
   0.175805E+00   0.267766E+01   0.509331E+01   0.308209E+02
   0.175658E+00   0.265462E+01   0.508507E+01   0.306583E+02
   0.175511E+00   0.263184E+01   0.507686E+01   0.304974E+02
   0.175364E+00   0.260934E+01   0.506867E+01   0.303383E+02
   0.175217E+00   0.258710E+01   0.506051E+01   0.301809E+02
   0.175070E+00   0.256513E+01   0.505236E+01   0.300252E+02
   0.174923E+00   0.254341E+01   0.504424E+01   0.298711E+02
   0.174776E+00   0.252194E+01   0.503614E+01   0.297187E+02
   0.174630E+00   0.250073E+01   0.502806E+01   0.295679E+02
   0.174483E+00   0.247977E+01   0.502000E+01   0.294186E+02
   0.174337E+00   0.245904E+01   0.501196E+01   0.292710E+02
   0.174191E+00   0.243856E+01   0.500395E+01   0.291249E+02
   0.174045E+00   0.241831E+01   0.499595E+01   0.289804E+02
   0.173899E+00   0.239830E+01   0.498798E+01   0.288374E+02
   0.173753E+00   0.237851E+01   0.498003E+01   0.286958E+02
   0.173607E+00   0.235895E+01   0.497210E+01   0.285558E+02
   0.173462E+00   0.233962E+01   0.496420E+01   0.284172E+02
   0.173316E+00   0.232050E+01   0.495631E+01   0.282800E+02
   0.173171E+00   0.230160E+01   0.494845E+01   0.281443E+02
   0.173026E+00   0.228291E+01   0.494061E+01   0.280100E+02
   0.172881E+00   0.226444E+01   0.493279E+01   0.278770E+02
   0.172736E+00   0.224617E+01   0.492499E+01   0.277455E+02
   0.172591E+00   0.222810E+01   0.491722E+01   0.276153E+02
   0.172518E+00   0.221914E+01   0.491334E+01   0.275507E+02
   0.172446E+00   0.221024E+01   0.490946E+01   0.274864E+02
   0.172374E+00   0.220138E+01   0.490559E+01   0.274225E+02
   0.172301E+00   0.219257E+01   0.490173E+01   0.273588E+02
